Timestamps,Bytes_Sent (TCP),Bytes_Sent (UDP),Bytes_Sent (Other),Bytes_Received (TCP),Bytes_Received (UDP),Bytes_Received (Other),Packets_Sent (TCP),Packets_Sent (UDP),Packets_Sent (Other),Packets_Received (TCP),Packets_Received (UDP),Packets_Received (Other)
3/4/2024 11:05,1136,508,155,1094,867,272,52,27,20,50,29,29
3/4/2024 11:10,1136,604,145,632,636,285,29,21,30,42,22,16
3/4/2024 11:15,805,857,224,1188,767,107,30,23,19,46,37,10
3/4/2024 11:20,979,800,232,746,464,130,22,31,30,65,41,21
3/4/2024 11:25,1138,865,208,762,672,120,35,21,8,55,25,28
3/4/2024 11:30,712,657,190,1071,713,252,50,34,8,67,23,29
3/4/2024 11:35,1066,570,176,639,706,170,43,36,27,39,19,20
3/4/2024 11:40,746,798,292,1027,851,163,51,27,8,59,40,30
3/4/2024 11:45,1035,767,273,939,790,132,65,31,11,44,33,19
3/4/2024 11:50,1128,737,199,838,564,114,58,15,20,52,27,28
3/4/2024 11:55,757,807,276,811,595,200,58,21,29,45,26,14
3/4/2024 12:00,846,770,295,1167,789,246,45,19,9,24,16,12
3/4/2024 12:05,1087,559,299,986,575,171,28,28,22,54,16,26
3/4/2024 12:10,661,573,185,877,775,229,62,21,25,51,26,29
3/4/2024 12:15,674,842,119,748,843,120,52,24,13,22,27,11
3/4/2024 12:20,1030,471,299,1025,635,297,29,27,25,30,19,20
3/4/2024 12:25,665,880,285,791,786,109,39,18,11,34,25,17
3/4/2024 12:30,815,898,114,894,759,176,33,41,21,36,39,30
3/4/2024 12:35,1070,589,113,779,842,194,28,29,26,65,38,29
3/4/2024 12:40,863,839,182,1037,598,139,63,41,20,40,37,17
3/4/2024 12:45,751,647,262,917,847,120,43,23,11,62,35,13
3/4/2024 12:50,767,778,251,775,620,142,58,24,29,35,18,10
3/4/2024 12:55,895,495,174,704,801,140,54,34,20,53,22,18
3/4/2024 13:00,1166,822,239,675,470,287,49,25,12,26,31,16
3/4/2024 13:05,1164,738,176,710,666,296,25,19,23,60,36,27
3/4/2024 13:10,958,468,162,951,459,201,35,15,29,50,25,26
3/4/2024 13:15,1161,775,224,1057,791,272,52,26,26,52,40,27
3/4/2024 13:20,811,651,246,623,915,129,65,25,21,59,32,11
3/4/2024 13:25,991,629,182,954,659,280,27,17,12,31,28,12
3/4/2024 13:30,708,842,199,950,631,287,35,35,17,29,14,19
3/4/2024 13:35,663,628,232,1093,608,235,60,39,30,34,40,23
3/4/2024 13:40,1151,513,188,661,505,196,25,32,28,43,34,13
3/4/2024 13:45,986,498,128,746,920,204,53,24,29,47,37,24
3/4/2024 13:50,1154,466,124,697,774,176,39,38,13,30,41,26
3/4/2024 13:55,1039,861,205,870,555,197,36,22,8,32,28,14
3/4/2024 14:00,1092,791,144,1147,890,114,67,21,24,35,21,30
3/4/2024 14:05,839,452,223,963,588,256,61,32,21,52,35,9
3/4/2024 14:10,1029,671,106,720,472,163,35,28,18,27,29,11
3/4/2024 14:15,1036,836,255,1051,771,229,56,18,24,41,27,21
3/4/2024 14:20,617,802,176,1089,531,249,30,31,18,64,18,21
3/4/2024 14:25,1075,547,282,756,503,225,31,20,25,48,20,20
3/4/2024 14:30,989,920,181,651,599,234,57,16,23,68,35,20
3/4/2024 14:35,701,791,125,898,876,100,32,26,25,31,20,15
3/4/2024 14:40,714,718,169,775,846,107,43,15,13,38,20,30
3/4/2024 14:45,1010,469,109,848,579,182,45,26,16,34,40,19
3/4/2024 14:50,931,639,252,840,800,242,50,15,8,60,21,29
3/4/2024 14:55,1007,530,170,899,561,191,58,24,25,27,33,9
3/4/2024 15:00,1107,519,131,1074,861,293,43,30,21,41,20,9
3/4/2024 15:05,653,809,162,850,883,246,47,19,8,54,26,23
3/4/2024 15:10,1098,645,189,1036,867,221,25,23,24,43,29,24
3/4/2024 15:15,604,490,136,1133,622,122,29,24,22,22,32,27
3/4/2024 15:20,1195,633,157,791,810,234,24,32,27,37,30,19
3/4/2024 15:25,786,539,147,712,553,132,67,15,27,37,38,28
3/4/2024 15:30,957,460,231,834,468,244,54,33,18,62,36,20
3/4/2024 15:35,819,882,202,832,817,177,29,22,20,64,29,18
3/4/2024 15:40,785,580,261,831,538,294,56,26,12,68,33,20
3/4/2024 15:45,1192,833,165,717,770,175,63,40,27,52,16,20
3/4/2024 15:50,759,854,281,695,794,236,57,40,23,43,16,20
3/4/2024 15:55,713,574,160,678,629,150,53,16,26,68,26,15
3/4/2024 16:00,1044,892,222,802,805,122,33,35,8,49,23,8
3/4/2024 16:05,939,594,244,825,665,110,35,21,11,35,18,21
3/4/2024 16:10,813,463,256,954,892,164,40,33,8,24,29,20
3/4/2024 16:15,626,856,275,759,871,169,54,14,15,61,29,24
3/4/2024 16:20,719,688,205,634,662,228,35,28,10,26,20,25
3/4/2024 16:25,1056,526,261,732,853,291,46,23,16,42,25,18
3/4/2024 16:30,715,721,167,616,562,148,49,33,9,47,31,11
3/4/2024 16:35,1108,473,150,803,676,209,60,24,13,49,14,8
3/4/2024 16:40,1092,823,203,1024,457,191,51,15,16,58,41,26
3/4/2024 16:45,1029,647,114,1144,500,228,55,35,20,48,25,12
3/4/2024 16:50,1192,542,212,615,537,144,64,39,19,53,21,22
3/4/2024 16:55,1142,456,273,752,604,287,29,39,12,28,25,8
3/4/2024 17:00,1184,893,226,1148,576,219,58,37,19,24,22,24
3/4/2024 17:05,850,676,255,1051,683,269,57,23,19,46,36,16
3/4/2024 17:10,610,913,291,829,655,177,32,40,18,60,18,18
3/4/2024 17:15,617,918,192,894,599,129,68,36,30,65,41,25
3/4/2024 17:20,868,789,105,978,611,226,51,28,30,59,36,20
3/4/2024 17:25,778,651,182,618,552,281,58,36,15,43,26,26
3/4/2024 17:30,1165,674,243,961,878,294,57,29,23,44,21,27
3/4/2024 17:35,768,847,274,1187,898,230,48,36,9,39,21,24
3/4/2024 17:40,1086,636,177,985,461,299,22,33,25,29,32,16
3/4/2024 17:45,916,801,144,703,517,133,27,28,17,48,27,15
3/4/2024 17:50,953,747,115,1138,780,149,67,29,23,24,17,25
3/4/2024 17:55,1131,766,185,1087,784,198,43,41,8,53,14,24
3/4/2024 18:00,1065,842,284,1154,468,260,51,30,26,52,40,8
3/4/2024 18:05,603,609,180,608,536,254,48,35,29,54,40,30
3/4/2024 18:10,690,689,262,737,612,132,64,15,12,54,22,11
3/4/2024 18:15,947,536,239,1196,458,226,40,21,16,49,35,18
3/4/2024 18:20,875,722,103,984,502,194,58,24,8,23,28,23
3/4/2024 18:25,947,672,227,824,626,295,41,32,8,65,33,30
3/4/2024 18:30,805,804,132,794,475,283,39,23,27,59,32,10
3/4/2024 18:35,639,895,212,1154,565,258,24,28,20,30,38,9
3/4/2024 18:40,1088,619,107,765,517,287,54,34,9,49,26,20
3/4/2024 18:45,979,557,184,741,496,235,54,14,29,29,14,11
3/4/2024 18:50,1108,758,118,749,830,236,51,15,8,48,22,8
3/4/2024 18:55,782,602,264,871,512,145,44,37,12,61,37,17
3/4/2024 19:00,649,644,211,780,638,149,64,21,13,32,39,22
3/4/2024 19:05,602,861,110,826,708,276,44,36,20,35,21,13
3/4/2024 19:10,835,540,194,1155,628,227,31,25,23,34,27,10
3/4/2024 19:15,1127,636,101,881,860,107,47,18,18,55,35,29
3/4/2024 19:20,682,553,172,1066,898,262,54,26,21,42,19,27
3/4/2024 19:25,977,699,232,888,581,295,22,31,16,33,41,18
3/4/2024 19:30,600,645,241,989,645,111,33,38,15,62,28,23
3/4/2024 19:35,908,758,121,931,763,128,51,18,19,40,40,16
3/4/2024 19:40,1040,697,173,892,463,273,32,33,25,68,17,21
3/4/2024 19:45,1111,621,152,910,612,225,23,27,17,35,31,13
3/4/2024 19:50,905,912,137,728,861,275,45,24,23,24,20,19
3/4/2024 19:55,745,616,160,1168,664,142,63,17,16,34,22,10
3/4/2024 20:00,858,801,254,701,699,194,24,23,13,26,30,23
3/4/2024 20:05,1025,635,240,616,492,124,47,15,11,23,29,10
3/4/2024 20:10,1070,746,218,1156,664,240,50,17,24,68,14,28
3/4/2024 20:15,914,909,121,962,507,262,33,19,24,60,36,15
3/4/2024 20:20,700,575,191,1041,526,187,25,25,9,37,28,8
3/4/2024 20:25,1098,861,140,960,735,213,58,38,22,27,25,11
3/4/2024 20:30,759,763,184,686,579,103,47,20,20,49,23,27
3/4/2024 20:35,1010,500,122,891,792,288,45,20,17,36,19,8
3/4/2024 20:40,967,903,206,1160,760,117,67,25,23,62,21,15
3/4/2024 20:45,953,744,269,959,684,245,60,23,28,53,14,13
3/4/2024 20:50,616,679,266,784,630,120,30,17,10,26,29,17
3/4/2024 20:55,1042,691,135,1087,548,102,55,16,22,55,41,24
3/4/2024 21:00,841,479,142,916,741,297,54,18,22,31,37,23
3/4/2024 21:05,844,468,220,777,497,130,64,36,9,56,21,20
3/4/2024 21:10,635,584,112,819,895,130,66,36,15,41,22,14
3/4/2024 21:15,733,705,126,600,560,285,40,36,23,61,30,18
3/4/2024 21:20,656,838,286,1093,779,263,58,31,24,25,24,24
3/4/2024 21:25,989,791,250,869,586,102,27,35,26,24,24,20
3/4/2024 21:30,906,828,101,718,680,178,52,31,23,24,25,12
3/4/2024 21:35,631,673,115,978,794,134,68,17,8,54,34,20
3/4/2024 21:40,813,824,167,941,552,154,64,24,15,29,40,25
3/4/2024 21:45,1022,575,111,1151,732,247,38,20,19,28,29,19
3/4/2024 21:50,1079,679,224,759,771,157,55,16,29,31,40,16
3/4/2024 21:55,853,535,248,975,524,200,61,23,20,47,24,20
3/4/2024 22:00,1044,531,166,651,682,160,28,22,25,54,17,12
3/4/2024 22:05,1051,537,249,699,825,230,67,27,13,61,14,15
3/4/2024 22:10,728,469,276,822,863,232,63,40,8,33,19,29
3/4/2024 22:15,904,893,156,696,619,232,67,34,26,51,29,14
3/4/2024 22:20,835,511,127,1042,899,182,38,40,29,52,37,20
3/4/2024 22:25,741,895,210,983,611,262,54,16,22,30,19,27
3/4/2024 22:30,1131,540,105,633,553,143,53,28,9,53,34,30
3/4/2024 22:35,614,863,279,1082,519,201,43,32,17,25,14,24
3/4/2024 22:40,637,758,176,964,912,258,44,36,16,27,24,15
3/4/2024 22:45,933,893,217,1017,655,182,37,36,13,47,36,9
3/4/2024 22:50,1017,660,177,770,912,213,25,39,19,37,18,10
3/4/2024 22:55,1078,739,193,1066,637,138,32,20,30,62,14,19
3/4/2024 23:00,814,556,219,1111,559,237,30,15,20,48,14,12
3/4/2024 23:05,1029,677,219,632,561,291,41,41,25,28,40,16
3/4/2024 23:10,1118,907,161,980,861,178,57,30,8,30,17,17
3/4/2024 23:15,950,796,245,666,727,156,30,18,23,38,32,12
3/4/2024 23:20,1102,588,166,848,569,170,32,32,17,50,17,16
3/4/2024 23:25,1030,559,172,1069,462,213,45,36,11,53,41,8
3/4/2024 23:30,745,791,250,750,895,270,48,39,22,33,17,22
3/4/2024 23:35,666,733,203,1075,732,124,37,28,28,45,20,22
3/4/2024 23:40,1155,484,300,880,911,152,23,15,23,49,39,29
3/4/2024 23:45,610,473,237,1198,456,235,35,23,28,48,19,24
3/4/2024 23:50,1048,911,228,742,460,193,54,23,24,41,30,23
3/4/2024 23:55,960,501,113,881,848,232,43,15,12,38,39,8
3/5/2024 0:00,737,526,174,903,727,126,30,40,10,48,14,19
3/5/2024 0:05,1026,771,270,1147,458,291,60,33,12,47,28,21
3/5/2024 0:10,1126,466,150,940,667,209,58,38,20,39,40,26
3/5/2024 0:15,986,624,159,679,506,244,34,16,17,48,39,14
3/5/2024 0:20,789,500,246,870,856,147,34,24,10,31,41,16
3/5/2024 0:25,660,614,103,1036,636,223,25,35,28,56,33,18
3/5/2024 0:30,663,675,241,612,517,279,53,22,13,26,22,22
3/5/2024 0:35,943,469,225,1181,553,116,23,28,10,55,14,12
3/5/2024 0:40,1102,733,113,1027,761,197,27,29,27,29,28,23
3/5/2024 0:45,668,890,268,1064,592,258,52,27,18,24,41,8
3/5/2024 0:50,1132,555,264,1111,688,272,30,34,22,26,41,21
3/5/2024 0:55,835,832,228,813,729,196,34,26,30,26,26,29
3/5/2024 1:00,838,625,134,1115,845,207,33,26,13,40,32,30
3/5/2024 1:05,757,674,244,830,719,186,43,19,23,57,38,10
3/5/2024 1:10,659,785,118,708,831,146,55,22,19,35,40,23
3/5/2024 1:15,633,625,224,904,666,295,25,36,9,34,21,19
3/5/2024 1:20,854,696,225,882,882,259,52,20,24,63,35,8
3/5/2024 1:25,979,636,297,1057,508,217,27,14,25,62,18,14
3/5/2024 1:30,758,875,254,663,759,217,51,36,29,54,21,10
3/5/2024 1:35,1125,686,201,746,460,276,58,29,14,42,34,24
3/5/2024 1:40,755,637,192,900,558,292,55,21,24,25,31,29
3/5/2024 1:45,727,658,145,634,545,113,62,41,25,63,19,18
3/5/2024 1:50,1018,570,160,1075,743,217,45,27,12,62,26,17
3/5/2024 1:55,693,676,284,1110,873,106,61,31,8,49,28,17
3/5/2024 2:00,1075,862,215,639,527,187,54,40,8,53,14,13
3/5/2024 2:05,868,479,130,1175,515,142,63,37,11,49,29,11
3/5/2024 2:10,951,460,242,970,567,121,39,19,24,56,36,12
3/5/2024 2:15,1140,545,156,638,590,240,61,24,30,60,40,30
3/5/2024 2:20,1047,544,105,926,701,133,43,26,18,40,22,26
3/5/2024 2:25,602,815,201,988,775,258,49,17,18,38,40,12
3/5/2024 2:30,1150,563,215,1039,614,294,64,26,28,56,39,15
3/5/2024 2:35,1088,907,181,694,722,114,38,26,21,60,20,22
3/5/2024 2:40,1169,514,264,1111,560,165,37,41,25,23,41,27
3/5/2024 2:45,763,452,273,1112,760,196,28,32,9,68,34,15
3/5/2024 2:50,1115,499,267,1093,766,249,30,27,14,43,14,25
3/5/2024 2:55,768,457,198,776,596,260,28,35,19,60,33,20
3/5/2024 3:00,904,678,128,655,638,122,66,16,24,36,15,20
3/5/2024 3:05,751,873,149,752,471,195,64,34,13,34,28,11
3/5/2024 3:10,777,772,292,685,572,262,46,18,9,41,14,26
3/5/2024 3:15,687,605,294,1109,697,213,31,26,30,24,16,17
3/5/2024 3:20,702,824,181,732,802,238,59,32,29,48,17,16
3/5/2024 3:25,1077,840,190,1033,557,144,25,28,9,29,26,16
3/5/2024 3:30,764,562,109,1044,870,270,41,39,16,66,17,10
3/5/2024 3:35,613,684,191,1055,469,244,63,30,30,40,16,15
3/5/2024 3:40,1192,877,164,783,608,188,61,40,28,27,22,11
3/5/2024 3:45,770,679,276,1106,522,169,48,41,10,63,22,15
3/5/2024 3:50,1085,665,118,965,817,234,61,17,11,32,26,10
3/5/2024 3:55,1010,693,184,1113,483,226,52,19,14,59,37,23
3/5/2024 4:00,809,473,100,1153,675,117,24,34,15,29,19,23
3/5/2024 4:05,1031,901,100,1093,487,258,38,31,28,33,26,20
3/5/2024 4:10,616,614,197,657,613,271,34,37,12,31,26,14
3/5/2024 4:15,857,760,116,776,879,281,68,20,17,39,15,8
3/5/2024 4:20,920,864,200,799,901,168,41,23,21,55,39,22
3/5/2024 4:25,1072,852,151,700,645,211,32,40,30,67,41,26
3/5/2024 4:30,996,562,279,672,471,125,63,24,10,42,34,28
3/5/2024 4:35,1022,597,296,974,645,212,55,18,16,50,25,21
3/5/2024 4:40,764,690,275,769,524,206,38,14,8,60,33,15
3/5/2024 4:45,1088,516,123,626,507,129,42,14,10,24,37,16
3/5/2024 4:50,778,878,154,1170,783,122,49,19,10,64,41,30
3/5/2024 4:55,1131,885,108,617,630,250,25,24,22,63,23,22
3/5/2024 5:00,663,604,248,698,699,178,42,31,19,23,38,17
3/5/2024 5:05,632,876,224,1088,463,142,22,40,19,46,29,12
3/5/2024 5:10,786,624,197,1024,593,109,54,39,15,39,19,16
3/5/2024 5:15,938,838,193,1168,579,237,59,34,15,57,23,25
3/5/2024 5:20,742,897,175,1169,533,133,61,35,21,22,36,27
3/5/2024 5:25,737,619,161,904,499,189,24,20,17,33,23,17
3/5/2024 5:30,600,518,229,730,519,295,54,14,14,68,25,28
3/5/2024 5:35,982,566,187,923,634,243,56,24,23,49,22,20
3/5/2024 5:40,1111,658,200,1177,591,219,40,24,25,45,21,18
3/5/2024 5:45,847,452,125,779,479,143,68,22,8,43,26,24
3/5/2024 5:50,799,894,237,602,835,121,28,40,20,66,32,24
3/5/2024 5:55,1025,762,256,1165,907,195,42,37,19,36,17,10
3/5/2024 6:00,1197,910,237,1065,841,217,35,24,22,58,25,9
3/5/2024 6:05,600,874,209,841,611,296,51,37,30,30,27,30
3/5/2024 6:10,687,805,126,630,513,108,22,36,22,28,20,26
3/5/2024 6:15,1089,774,187,1023,831,224,64,16,25,48,31,14
3/5/2024 6:20,1126,841,215,600,678,194,61,31,29,25,29,19
3/5/2024 6:25,628,511,129,833,616,224,67,25,20,53,23,18
3/5/2024 6:30,874,512,148,715,824,140,37,38,26,41,18,11
3/5/2024 6:35,1069,727,127,905,607,121,24,33,25,56,27,20
3/5/2024 6:40,1171,506,177,771,815,256,55,22,22,43,40,29
3/5/2024 6:45,1188,480,285,886,576,249,59,39,11,33,19,29
3/5/2024 6:50,1094,752,149,836,654,208,36,25,29,38,31,18
3/5/2024 6:55,1103,513,218,644,593,264,52,35,24,22,14,23
3/5/2024 7:00,767,687,142,889,481,161,67,21,28,33,17,13
3/5/2024 7:05,1184,492,195,923,540,218,58,18,19,36,20,29
3/5/2024 7:10,1182,771,195,991,646,170,48,23,13,48,23,23
3/5/2024 7:15,796,847,211,1129,795,248,30,31,29,28,22,23
3/5/2024 7:20,685,495,163,1093,776,170,55,24,11,40,34,22
3/5/2024 7:25,661,666,166,730,810,210,51,18,17,67,29,13
3/5/2024 7:30,918,647,186,941,450,257,36,38,30,35,29,12
3/5/2024 7:35,1088,617,270,999,845,130,29,39,13,52,38,16
3/5/2024 7:40,676,487,159,1056,527,162,59,14,28,68,31,21
3/5/2024 7:45,895,595,232,964,858,149,58,18,13,63,15,20
3/5/2024 7:50,765,718,132,1147,775,227,42,25,16,65,41,13
3/5/2024 7:55,720,576,171,768,564,261,42,24,25,61,39,21
3/5/2024 8:00,845,621,137,655,599,140,25,34,12,67,18,21
3/5/2024 8:05,661,604,214,698,535,261,51,41,8,61,26,23
3/5/2024 8:10,908,683,249,941,704,141,37,36,24,50,41,28
3/5/2024 8:15,995,762,278,881,584,169,23,25,18,52,15,23
3/5/2024 8:20,1152,571,164,1136,509,189,63,23,21,56,22,9
3/5/2024 8:25,901,640,207,716,712,108,64,20,14,44,27,19
3/5/2024 8:30,973,891,117,857,580,114,68,27,19,29,34,24
3/5/2024 8:35,1195,556,224,1193,794,186,63,26,26,28,34,14
3/5/2024 8:40,821,567,238,1095,735,112,27,35,16,37,41,16
3/5/2024 8:45,890,895,112,774,556,235,53,17,19,30,36,19
3/5/2024 8:50,758,629,191,688,658,207,65,34,29,42,30,9
3/5/2024 8:55,1056,873,132,630,667,210,47,39,24,28,15,25
3/5/2024 9:00,780,604,174,976,742,137,50,21,9,37,18,16
3/5/2024 9:05,937,852,263,973,774,135,63,33,15,29,37,29
3/5/2024 9:10,1179,681,174,765,837,163,47,15,16,22,14,18
3/5/2024 9:15,675,503,167,781,668,155,22,17,8,64,16,27
3/5/2024 9:20,762,813,217,1044,670,131,22,19,28,35,34,10
3/5/2024 9:25,1108,694,196,670,451,250,39,26,28,45,40,22
3/5/2024 9:30,1105,565,250,912,580,162,36,30,15,24,37,15
3/5/2024 9:35,1101,755,179,988,645,241,47,15,18,47,14,14
3/5/2024 9:40,1013,896,117,890,892,245,32,27,10,53,41,16
3/5/2024 9:45,727,848,246,792,801,173,36,28,23,39,18,26
3/5/2024 9:50,930,600,140,787,900,176,41,24,13,26,15,15
3/5/2024 9:55,1008,487,289,787,604,239,45,19,15,25,27,16
3/5/2024 10:00,706,581,196,931,597,268,53,15,9,22,31,17
3/5/2024 10:05,1131,712,167,1119,862,273,46,23,9,62,32,15
3/5/2024 10:10,675,605,124,928,556,259,68,39,15,47,16,18
3/5/2024 10:15,634,802,153,828,509,254,67,19,14,47,31,23
3/5/2024 10:20,1192,858,199,1153,846,250,58,41,29,59,37,28
3/5/2024 10:25,1029,808,110,625,773,296,32,33,18,56,24,12
3/5/2024 10:30,856,664,239,1137,686,238,54,19,9,56,33,26
3/5/2024 10:35,961,742,127,775,751,168,33,39,11,48,22,16
3/5/2024 10:40,852,649,160,864,762,106,65,17,30,25,26,16
3/5/2024 10:45,644,593,128,1104,664,155,41,28,21,56,40,30
3/5/2024 10:50,609,868,215,1017,620,272,28,21,19,41,17,21
3/5/2024 10:55,694,480,160,924,555,218,30,33,8,49,24,17
3/5/2024 11:00,615,731,241,634,455,190,51,38,13,60,25,22
3/5/2024 11:05,1020,862,272,788,875,262,25,39,29,38,26,12
3/5/2024 11:10,1170,528,234,1060,674,223,50,14,23,64,21,12
3/5/2024 11:15,881,881,155,649,882,170,29,36,16,63,36,12
3/5/2024 11:20,658,840,284,1123,720,297,55,23,13,25,24,10
3/5/2024 11:25,929,532,279,759,817,244,56,32,14,45,38,28
3/5/2024 11:30,704,858,210,608,525,221,49,25,10,31,28,25
3/5/2024 11:35,698,802,181,896,829,124,24,25,13,29,36,29
3/5/2024 11:40,1061,909,288,697,547,273,35,35,23,52,32,15
3/5/2024 11:45,686,663,280,1015,811,297,44,40,23,37,36,13
3/5/2024 11:50,1080,833,143,1035,548,137,37,24,17,43,22,24
3/5/2024 11:55,885,753,136,1023,628,288,37,31,14,42,38,25
3/5/2024 12:00,699,877,186,633,891,138,65,38,20,66,17,9
3/5/2024 12:05,864,472,125,1077,455,288,43,22,20,29,38,10
3/5/2024 12:10,656,871,182,619,481,169,50,27,11,32,38,11
3/5/2024 12:15,1145,549,261,821,638,292,49,20,22,41,26,18
3/5/2024 12:20,1171,514,178,735,589,271,64,16,8,27,29,20
3/5/2024 12:25,1151,685,278,1127,719,100,67,36,16,44,16,28
3/5/2024 12:30,1000,629,171,920,472,188,34,35,16,46,22,29
3/5/2024 12:35,662,719,141,1061,653,200,28,22,16,63,29,25
3/5/2024 12:40,837,542,246,1134,751,114,27,23,23,24,36,26
3/5/2024 12:45,870,710,117,892,650,272,60,30,25,41,32,13
3/5/2024 12:50,936,831,198,1196,581,214,34,30,25,57,26,24
3/5/2024 12:55,877,621,277,981,562,193,30,41,15,26,34,10
3/5/2024 13:00,1173,884,149,1164,772,215,40,37,17,28,23,22
3/5/2024 13:05,928,918,104,920,647,139,33,22,23,59,16,28
3/5/2024 13:10,1130,665,126,1111,566,114,65,38,20,57,34,9
3/5/2024 13:15,878,499,299,823,481,239,41,29,13,49,30,9
3/5/2024 13:20,875,562,148,608,666,153,58,17,19,37,21,14
3/5/2024 13:25,959,731,246,794,522,218,62,19,27,24,29,19
3/5/2024 13:30,1030,774,282,672,639,248,63,17,15,25,28,14
3/5/2024 13:35,962,892,201,812,862,114,40,41,18,67,29,15
3/5/2024 13:40,1176,514,156,894,886,157,63,14,10,28,31,22
3/5/2024 13:45,944,633,147,863,775,135,62,21,9,55,22,22
3/5/2024 13:50,984,636,114,809,882,172,67,26,20,63,34,25
3/5/2024 13:55,1035,533,170,976,462,168,40,18,17,33,40,10
3/5/2024 14:00,812,797,257,610,507,184,36,18,9,47,14,14
3/5/2024 14:05,640,674,179,1077,629,192,48,20,23,22,26,24
3/5/2024 14:10,947,652,107,788,839,274,52,31,15,40,32,19
3/5/2024 14:15,789,768,254,650,608,279,49,33,29,68,14,24
3/5/2024 14:20,736,751,207,1072,461,161,22,21,17,68,38,29
3/5/2024 14:25,709,770,193,1079,455,220,30,31,17,67,28,24
3/5/2024 14:30,1083,586,279,1171,698,156,41,41,21,24,17,29
3/5/2024 14:35,1054,813,196,789,618,162,57,35,18,40,41,21
3/5/2024 14:40,864,545,212,1144,733,252,39,18,9,60,26,16
3/5/2024 14:45,1187,619,110,1013,666,219,34,39,20,60,39,13
3/5/2024 14:50,899,659,132,1026,561,288,32,40,11,26,20,8
3/5/2024 14:55,1150,479,160,621,873,159,30,25,12,62,16,9
3/5/2024 15:00,1181,651,185,672,834,192,55,35,17,39,37,25
3/5/2024 15:05,986,621,142,600,545,121,68,32,12,57,36,23
3/5/2024 15:10,1013,855,189,717,528,252,39,38,16,26,32,28
3/5/2024 15:15,1107,569,296,1195,607,227,48,40,18,48,36,16
3/5/2024 15:20,856,548,130,931,616,115,32,16,12,29,32,28
3/5/2024 15:25,647,511,300,751,702,273,62,31,22,41,19,27
3/5/2024 15:30,696,736,285,814,606,251,24,22,9,23,29,13
3/5/2024 15:35,832,701,212,607,831,140,59,41,10,38,40,16
3/5/2024 15:40,984,820,283,658,729,252,58,41,20,63,25,8
3/5/2024 15:45,900,896,300,1124,578,147,25,38,11,33,30,29
3/5/2024 15:50,628,690,192,1037,844,211,23,39,24,35,38,26
3/5/2024 15:55,1009,516,230,775,525,237,65,34,26,59,29,8
3/5/2024 16:00,781,565,235,705,848,224,27,37,10,37,31,19
3/5/2024 16:05,1007,889,190,1024,662,184,35,36,9,57,37,18
3/5/2024 16:10,679,461,278,620,692,184,33,21,17,45,24,9
3/5/2024 16:15,1181,896,300,1190,687,249,27,26,23,22,39,13
3/5/2024 16:20,1156,572,251,609,583,263,50,40,13,63,27,20
3/5/2024 16:25,712,814,282,733,835,187,45,22,12,52,35,22
3/5/2024 16:30,617,557,271,957,916,188,47,39,19,55,14,23
3/5/2024 16:35,1013,902,126,1050,900,120,29,22,29,35,24,27
3/5/2024 16:40,786,456,100,763,839,115,42,33,21,62,39,20
3/5/2024 16:45,975,799,257,902,771,120,64,16,29,45,37,23
3/5/2024 16:50,811,530,244,1059,842,273,25,27,8,60,24,28
3/5/2024 16:55,960,524,146,939,541,253,41,36,30,59,27,16
3/5/2024 17:00,912,694,219,1133,617,180,48,30,25,68,38,22
3/5/2024 17:05,1150,854,159,1115,562,256,65,34,30,57,38,15
3/5/2024 17:10,1100,556,236,623,723,199,45,37,27,55,18,13
3/5/2024 17:15,642,468,288,1087,915,209,56,25,8,40,35,10
3/5/2024 17:20,1157,847,223,1108,664,116,27,34,8,45,29,28
3/5/2024 17:25,937,794,205,797,548,255,43,37,9,46,21,12
3/5/2024 17:30,829,817,279,1145,698,225,49,30,27,46,24,10
3/5/2024 17:35,1038,583,209,893,601,195,46,27,10,39,41,21
3/5/2024 17:40,804,641,181,870,689,254,31,28,14,52,40,23
3/5/2024 17:45,1125,887,133,912,647,245,30,18,8,26,24,22
3/5/2024 17:50,694,456,297,602,803,140,25,36,19,51,40,27
3/5/2024 17:55,1150,644,230,829,508,102,48,33,16,35,25,17
3/5/2024 18:00,1096,918,290,1163,664,200,37,20,25,68,38,27
3/5/2024 18:05,713,704,169,606,822,206,67,33,14,54,24,12
3/5/2024 18:10,1034,766,160,767,681,152,28,22,15,65,25,12
3/5/2024 18:15,1090,773,206,957,647,248,62,41,12,24,20,25
3/5/2024 18:20,872,476,153,661,823,191,32,30,15,31,30,17
3/5/2024 18:25,738,742,117,1144,570,209,43,40,10,54,41,27
3/5/2024 18:30,968,597,300,871,765,272,38,33,27,32,29,8
3/5/2024 18:35,1052,479,218,861,753,231,55,26,20,41,20,20
3/5/2024 18:40,759,477,245,958,877,113,39,15,13,51,21,17
3/5/2024 18:45,603,770,134,1148,738,157,46,19,24,29,15,30
3/5/2024 18:50,833,556,185,604,843,217,62,21,21,65,28,19
3/5/2024 18:55,742,727,288,717,567,290,27,39,27,25,27,15
3/5/2024 19:00,786,902,124,950,694,162,39,36,30,61,21,10
3/5/2024 19:05,898,488,271,640,454,189,30,35,10,31,24,10
3/5/2024 19:10,1170,808,168,781,521,178,43,21,16,63,36,25
3/5/2024 19:15,980,477,187,1039,560,220,56,37,22,25,34,20
3/5/2024 19:20,999,912,254,646,681,284,60,27,28,55,33,17
